Time,Activity,Value,Time_2
05:10:00,Personal care,1.9,5.166666667
05:10:00,Paid work,0.8,5.166666667
05:10:00,Travel,0.5,5.166666667
05:10:00,Unpaid household work,0.9,5.166666667
05:10:00,Unpaid care,0.1,5.166666667
05:10:00,Watching television,0.3,5.166666667
05:10:00,Entertainment and leisure,0.7,5.166666667
05:10:00,Education and study,0,5.166666667
05:10:00,Other,0.5,5.166666667
05:20:00,Sleep and rest,93.7,5.333333333
05:20:00,Personal care,2.2,5.333333333
05:20:00,Paid work,0.8,5.333333333
05:20:00,Travel,0.6,5.333333333
05:20:00,Unpaid household work,0.7,5.333333333
05:20:00,Unpaid care,0.1,5.333333333
05:20:00,Watching television,0.3,5.333333333
05:20:00,Entertainment and leisure,0.7,5.333333333
05:20:00,Education and study,0,5.333333333
05:20:00,Other,0.8,5.333333333
05:30:00,Sleep and rest,91.6,5.5
05:30:00,Personal care,3.2,5.5
05:30:00,Paid work,1,5.5
05:30:00,Travel,1.1,5.5
05:30:00,Unpaid household work,0.8,5.5
05:30:00,Unpaid care,0.2,5.5
05:30:00,Watching television,0.3,5.5
05:30:00,Entertainment and leisure,0.8,5.5
05:30:00,Education and study,0,5.5
05:30:00,Other,0.9,5.5
05:40:00,Sleep and rest,90.7,5.666666667
05:40:00,Personal care,3.5,5.666666667
05:40:00,Paid work,1.1,5.666666667
05:40:00,Travel,1.7,5.666666667
05:40:00,Unpaid household work,0.8,5.666666667
05:40:00,Unpaid care,0.2,5.666666667
05:40:00,Watching television,0.4,5.666666667
05:40:00,Entertainment and leisure,0.9,5.666666667
05:40:00,Education and study,0,5.666666667
05:40:00,Other,0.7,5.666666667
05:50:00,Sleep and rest,90,5.833333333
05:50:00,Personal care,3.4,5.833333333
05:50:00,Paid work,1.6,5.833333333
05:50:00,Travel,1.7,5.833333333
05:50:00,Unpaid household work,0.9,5.833333333
05:50:00,Unpaid care,0.2,5.833333333
05:50:00,Watching television,0.4,5.833333333
05:50:00,Entertainment and leisure,1.1,5.833333333
05:50:00,Education and study,0,5.833333333
05:50:00,Other,0.7,5.833333333
06:00:00,Sleep and rest,82.5,6
06:00:00,Personal care,7.7,6
06:00:00,Paid work,2.5,6
06:00:00,Travel,1.3,6
06:00:00,Unpaid household work,2.4,6
06:00:00,Unpaid care,0.6,6
06:00:00,Watching television,0.4,6
06:00:00,Entertainment and leisure,1.8,6
06:00:00,Education and study,0.1,6
06:00:00,Other,0.7,6
06:10:00,Sleep and rest,80.7,6.166666667
06:10:00,Personal care,7.8,6.166666667
06:10:00,Paid work,2.6,6.166666667
06:10:00,Travel,1.7,6.166666667
06:10:00,Unpaid household work,3,6.166666667
06:10:00,Unpaid care,0.5,6.166666667
06:10:00,Watching television,0.5,6.166666667
06:10:00,Entertainment and leisure,2.2,6.166666667
06:10:00,Education and study,0.1,6.166666667
06:10:00,Other,1,6.166666667
06:20:00,Sleep and rest,78.5,6.333333333
06:20:00,Personal care,9,6.333333333
06:20:00,Paid work,2.8,6.333333333
06:20:00,Travel,2,6.333333333
06:20:00,Unpaid household work,3.2,6.333333333
06:20:00,Unpaid care,0.6,6.333333333
06:20:00,Watching television,0.5,6.333333333
06:20:00,Entertainment and leisure,2.6,6.333333333
06:20:00,Education and study,0.1,6.333333333
06:20:00,Other,0.7,6.333333333
06:30:00,Sleep and rest,71,6.5
06:30:00,Personal care,13.7,6.5
06:30:00,Paid work,3.5,6.5
06:30:00,Travel,2.6,6.5
06:30:00,Unpaid household work,4.4,6.5
06:30:00,Unpaid care,0.9,6.5
06:30:00,Watching television,0.5,6.5
06:30:00,Entertainment and leisure,3.2,6.5
06:30:00,Education and study,0,6.5
06:30:00,Other,0.3,6.5
06:40:00,Sleep and rest,69.1,6.666666667
06:40:00,Personal care,14.5,6.666666667
06:40:00,Paid work,3.6,6.666666667
06:40:00,Travel,2.7,6.666666667
06:40:00,Unpaid household work,4.7,6.666666667
06:40:00,Unpaid care,1.1,6.666666667
06:40:00,Watching television,0.6,6.666666667
06:40:00,Entertainment and leisure,3.5,6.666666667
06:40:00,Education and study,0,6.666666667
06:40:00,Other,0.2,6.666666667
06:50:00,Sleep and rest,67.8,6.833333333
06:50:00,Personal care,14,6.833333333
06:50:00,Paid work,4.1,6.833333333
06:50:00,Travel,3,6.833333333
06:50:00,Unpaid household work,5.1,6.833333333
06:50:00,Unpaid care,1.1,6.833333333
06:50:00,Watching television,1.1,6.833333333
06:50:00,Entertainment and leisure,3.6,6.833333333
06:50:00,Education and study,0,6.833333333
06:50:00,Other,0.2,6.833333333
07:00:00,Sleep and rest,52.6,7
07:00:00,Personal care,21.5,7
07:00:00,Paid work,5.8,7
07:00:00,Travel,4.2,7
07:00:00,Unpaid household work,8.3,7
07:00:00,Unpaid care,2.2,7
07:00:00,Watching television,1,7
07:00:00,Entertainment and leisure,3.9,7
07:00:00,Education and study,0,7
07:00:00,Other,0.5,7
07:10:00,Sleep and rest,50.4,7.166666667
07:10:00,Personal care,21,7.166666667
07:10:00,Paid work,6.4,7.166666667
07:10:00,Travel,4.8,7.166666667
07:10:00,Unpaid household work,8.5,7.166666667
07:10:00,Unpaid care,2.3,7.166666667
07:10:00,Watching television,1.3,7.166666667
07:10:00,Entertainment and leisure,4.7,7.166666667
07:10:00,Education and study,0.1,7.166666667
07:10:00,Other,0.5,7.166666667
07:20:00,Sleep and rest,48.7,7.333333333
07:20:00,Personal care,20.5,7.333333333
07:20:00,Paid work,6.8,7.333333333
07:20:00,Travel,5.8,7.333333333
07:20:00,Unpaid household work,8.8,7.333333333
07:20:00,Unpaid care,2.4,7.333333333
07:20:00,Watching television,1.3,7.333333333
07:20:00,Entertainment and leisure,5.1,7.333333333
07:20:00,Education and study,0.1,7.333333333
07:20:00,Other,0.6,7.333333333
07:30:00,Sleep and rest,40.6,7.5
07:30:00,Personal care,23.3,7.5
07:30:00,Paid work,8.6,7.5
07:30:00,Travel,7.4,7.5
07:30:00,Unpaid household work,10.2,7.5
07:30:00,Unpaid care,2.4,7.5
07:30:00,Watching television,1.4,7.5
07:30:00,Entertainment and leisure,5.5,7.5
07:30:00,Education and study,0,7.5
07:30:00,Other,0.6,7.5
07:40:00,Sleep and rest,38.9,7.666666667
07:40:00,Personal care,22.9,7.666666667
07:40:00,Paid work,9.5,7.666666667
07:40:00,Travel,8.9,7.666666667
07:40:00,Unpaid household work,9.8,7.666666667
07:40:00,Unpaid care,2.5,7.666666667
07:40:00,Watching television,1.5,7.666666667
07:40:00,Entertainment and leisure,5.5,7.666666667
07:40:00,Education and study,0.1,7.666666667
07:40:00,Other,0.4,7.666666667
07:50:00,Sleep and rest,37.6,7.833333333
07:50:00,Personal care,22.1,7.833333333
07:50:00,Paid work,10.9,7.833333333
07:50:00,Travel,9.4,7.833333333
07:50:00,Unpaid household work,9.7,7.833333333
07:50:00,Unpaid care,2.7,7.833333333
07:50:00,Watching television,1.7,7.833333333
07:50:00,Entertainment and leisure,5.2,7.833333333
07:50:00,Education and study,0.1,7.833333333
07:50:00,Other,0.6,7.833333333
08:00:00,Sleep and rest,26.4,8
08:00:00,Personal care,24.7,8
08:00:00,Paid work,16.3,8
08:00:00,Travel,10,8
08:00:00,Unpaid household work,11.3,8
08:00:00,Unpaid care,2.7,8
08:00:00,Watching television,1.6,8
08:00:00,Entertainment and leisure,5.8,8
08:00:00,Education and study,0.3,8
08:00:00,Other,0.8,8
08:10:00,Sleep and rest,24.8,8.166666667
08:10:00,Personal care,24.7,8.166666667
08:10:00,Paid work,17.5,8.166666667
08:10:00,Travel,10.3,8.166666667
08:10:00,Unpaid household work,11.2,8.166666667
08:10:00,Unpaid care,2.7,8.166666667
08:10:00,Watching television,1.6,8.166666667
08:10:00,Entertainment and leisure,6.5,8.166666667
08:10:00,Education and study,0.3,8.166666667
08:10:00,Other,0.5,8.166666667
08:20:00,Sleep and rest,23.3,8.333333333
08:20:00,Personal care,22.8,8.333333333
08:20:00,Paid work,19.1,8.333333333
08:20:00,Travel,11.1,8.333333333
08:20:00,Unpaid household work,11.7,8.333333333
08:20:00,Unpaid care,2.7,8.333333333
08:20:00,Watching television,1.6,8.333333333
08:20:00,Entertainment and leisure,6.7,8.333333333
08:20:00,Education and study,0.3,8.333333333
08:20:00,Other,0.7,8.333333333
08:30:00,Sleep and rest,18.3,8.5
08:30:00,Personal care,22.5,8.5
08:30:00,Paid work,24.2,8.5
08:30:00,Travel,11.8,8.5
08:30:00,Unpaid household work,11.5,8.5
08:30:00,Unpaid care,1.9,8.5
08:30:00,Watching television,1.4,8.5
08:30:00,Entertainment and leisure,7.5,8.5
08:30:00,Education and study,0.3,8.5
08:30:00,Other,0.6,8.5
08:40:00,Sleep and rest,17.6,8.666666667
08:40:00,Personal care,21.1,8.666666667
08:40:00,Paid work,26,8.666666667
08:40:00,Travel,11.4,8.666666667
08:40:00,Unpaid household work,11.1,8.666666667
08:40:00,Unpaid care,1.5,8.666666667
08:40:00,Watching television,2.1,8.666666667
08:40:00,Entertainment and leisure,7.9,8.666666667
08:40:00,Education and study,0.4,8.666666667
08:40:00,Other,0.8,8.666666667
08:50:00,Sleep and rest,17,8.833333333
08:50:00,Personal care,19.3,8.833333333
08:50:00,Paid work,27.7,8.833333333
08:50:00,Travel,10.5,8.833333333
08:50:00,Unpaid household work,12.4,8.833333333
08:50:00,Unpaid care,1.7,8.833333333
08:50:00,Watching television,2,8.833333333
08:50:00,Entertainment and leisure,8.4,8.833333333
08:50:00,Education and study,0.4,8.833333333
08:50:00,Other,0.7,8.833333333
09:00:00,Sleep and rest,11.3,9
09:00:00,Personal care,17.5,9
09:00:00,Paid work,34.4,9
09:00:00,Travel,7.5,9
09:00:00,Unpaid household work,15.2,9
09:00:00,Unpaid care,1.7,9
09:00:00,Watching television,2.2,9
09:00:00,Entertainment and leisure,7.7,9
09:00:00,Education and study,1.7,9
09:00:00,Other,0.9,9
09:10:00,Sleep and rest,10.6,9.166666667
09:10:00,Personal care,16.9,9.166666667
09:10:00,Paid work,35.8,9.166666667
09:10:00,Travel,6.6,9.166666667
09:10:00,Unpaid household work,16.2,9.166666667
09:10:00,Unpaid care,1.7,9.166666667
09:10:00,Watching television,2.1,9.166666667
09:10:00,Entertainment and leisure,7.8,9.166666667
09:10:00,Education and study,1.6,9.166666667
09:10:00,Other,0.7,9.166666667
09:20:00,Sleep and rest,10.4,9.333333333
09:20:00,Personal care,15.6,9.333333333
09:20:00,Paid work,36.9,9.333333333
09:20:00,Travel,6.3,9.333333333
09:20:00,Unpaid household work,16.3,9.333333333
09:20:00,Unpaid care,1.6,9.333333333
09:20:00,Watching television,2.1,9.333333333
09:20:00,Entertainment and leisure,8.5,9.333333333
09:20:00,Education and study,1.6,9.333333333
09:20:00,Other,0.8,9.333333333
09:30:00,Sleep and rest,8.2,9.5
09:30:00,Personal care,13.5,9.5
09:30:00,Paid work,38.7,9.5
09:30:00,Travel,6,9.5
09:30:00,Unpaid household work,18.3,9.5
09:30:00,Unpaid care,1.4,9.5
09:30:00,Watching television,2.4,9.5
09:30:00,Entertainment and leisure,8.9,9.5
09:30:00,Education and study,1.7,9.5
09:30:00,Other,1,9.5
09:40:00,Sleep and rest,8.2,9.666666667
09:40:00,Personal care,12.9,9.666666667
09:40:00,Paid work,39.4,9.666666667
09:40:00,Travel,5.4,9.666666667
09:40:00,Unpaid household work,18.2,9.666666667
09:40:00,Unpaid care,1.5,9.666666667
09:40:00,Watching television,2.2,9.666666667
09:40:00,Entertainment and leisure,9.3,9.666666667
09:40:00,Education and study,1.7,9.666666667
09:40:00,Other,1.1,9.666666667
09:50:00,Sleep and rest,8.1,9.833333333
09:50:00,Personal care,11.8,9.833333333
09:50:00,Paid work,39.4,9.833333333
09:50:00,Travel,5.6,9.833333333
09:50:00,Unpaid household work,18.4,9.833333333
09:50:00,Unpaid care,1.9,9.833333333
09:50:00,Watching television,2.4,9.833333333
09:50:00,Entertainment and leisure,9.7,9.833333333
09:50:00,Education and study,1.8,9.833333333
09:50:00,Other,1.1,9.833333333
10:00:00,Sleep and rest,5.9,10
10:00:00,Personal care,12.3,10
10:00:00,Paid work,40.2,10
10:00:00,Travel,5.5,10
10:00:00,Unpaid household work,19.4,10
10:00:00,Unpaid care,1.7,10
10:00:00,Watching television,2.3,10
10:00:00,Entertainment and leisure,10,10
10:00:00,Education and study,1.8,10
10:00:00,Other,1,10
10:10:00,Sleep and rest,5.6,10.16666667
10:10:00,Personal care,11.1,10.16666667
10:10:00,Paid work,40.5,10.16666667
10:10:00,Travel,5.6,10.16666667
10:10:00,Unpaid household work,19.7,10.16666667
10:10:00,Unpaid care,2,10.16666667
10:10:00,Watching television,2.6,10.16666667
10:10:00,Entertainment and leisure,10,10.16666667
10:10:00,Education and study,2,10.16666667
10:10:00,Other,0.9,10.16666667
10:20:00,Sleep and rest,5.3,10.33333333
10:20:00,Personal care,10.7,10.33333333
10:20:00,Paid work,40.8,10.33333333
10:20:00,Travel,5.2,10.33333333
10:20:00,Unpaid household work,19.6,10.33333333
10:20:00,Unpaid care,2.1,10.33333333
10:20:00,Watching television,2.5,10.33333333
10:20:00,Entertainment and leisure,10.7,10.33333333
10:20:00,Education and study,2,10.33333333
10:20:00,Other,1,10.33333333
10:30:00,Sleep and rest,4.6,10.5
10:30:00,Personal care,10,10.5
10:30:00,Paid work,40.6,10.5
10:30:00,Travel,6.6,10.5
10:30:00,Unpaid household work,19.1,10.5
10:30:00,Unpaid care,2.4,10.5
10:30:00,Watching television,2.3,10.5
10:30:00,Entertainment and leisure,11.3,10.5
10:30:00,Education and study,2.1,10.5
10:30:00,Other,1,10.5
10:40:00,Sleep and rest,4.6,10.66666667
10:40:00,Personal care,9.3,10.66666667
10:40:00,Paid work,41.3,10.66666667
10:40:00,Travel,6.1,10.66666667
10:40:00,Unpaid household work,19.9,10.66666667
10:40:00,Unpaid care,2.5,10.66666667
10:40:00,Watching television,2.2,10.66666667
10:40:00,Entertainment and leisure,10.6,10.66666667
10:40:00,Education and study,2.3,10.66666667
10:40:00,Other,1.1,10.66666667
10:50:00,Sleep and rest,4.7,10.83333333
10:50:00,Personal care,8.9,10.83333333
10:50:00,Paid work,41.4,10.83333333
10:50:00,Travel,5.6,10.83333333
10:50:00,Unpaid household work,20.4,10.83333333
10:50:00,Unpaid care,2.6,10.83333333
10:50:00,Watching television,2.1,10.83333333
10:50:00,Entertainment and leisure,10.8,10.83333333
10:50:00,Education and study,2.4,10.83333333
10:50:00,Other,1.1,10.83333333
11:00:00,Sleep and rest,3.5,11
11:00:00,Personal care,9.8,11
11:00:00,Paid work,41,11
11:00:00,Travel,6.7,11
11:00:00,Unpaid household work,21,11
11:00:00,Unpaid care,2.4,11
11:00:00,Watching television,1.7,11
11:00:00,Entertainment and leisure,10.8,11
11:00:00,Education and study,2.2,11
11:00:00,Other,0.9,11
11:10:00,Sleep and rest,3.3,11.16666667
11:10:00,Personal care,10,11.16666667
11:10:00,Paid work,41.1,11.16666667
11:10:00,Travel,5.8,11.16666667
11:10:00,Unpaid household work,21.7,11.16666667
11:10:00,Unpaid care,2.1,11.16666667
11:10:00,Watching television,1.9,11.16666667
11:10:00,Entertainment and leisure,10.9,11.16666667
11:10:00,Education and study,2.4,11.16666667
11:10:00,Other,0.9,11.16666667
11:20:00,Sleep and rest,3.3,11.33333333
11:20:00,Personal care,9.6,11.33333333
11:20:00,Paid work,41.1,11.33333333
11:20:00,Travel,6,11.33333333
11:20:00,Unpaid household work,22.2,11.33333333
11:20:00,Unpaid care,2.1,11.33333333
11:20:00,Watching television,1.8,11.33333333
11:20:00,Entertainment and leisure,10.6,11.33333333
11:20:00,Education and study,2.2,11.33333333
11:20:00,Other,1,11.33333333
11:30:00,Sleep and rest,2.9,11.5
11:30:00,Personal care,8.4,11.5
11:30:00,Paid work,41,11.5
11:30:00,Travel,6.6,11.5
11:30:00,Unpaid household work,22.6,11.5
11:30:00,Unpaid care,2,11.5
11:30:00,Watching television,2.1,11.5
11:30:00,Entertainment and leisure,11.1,11.5
11:30:00,Education and study,2.2,11.5
11:30:00,Other,1,11.5
11:40:00,Sleep and rest,2.9,11.66666667
11:40:00,Personal care,8.8,11.66666667
11:40:00,Paid work,40.8,11.66666667
11:40:00,Travel,6.1,11.66666667
11:40:00,Unpaid household work,22.7,11.66666667
11:40:00,Unpaid care,2.1,11.66666667
11:40:00,Watching television,2.1,11.66666667
11:40:00,Entertainment and leisure,11.3,11.66666667
11:40:00,Education and study,2.2,11.66666667
11:40:00,Other,0.9,11.66666667
11:50:00,Sleep and rest,2.9,11.83333333
11:50:00,Personal care,8.7,11.83333333
11:50:00,Paid work,40.8,11.83333333
11:50:00,Travel,5.9,11.83333333
11:50:00,Unpaid household work,23,11.83333333
11:50:00,Unpaid care,2.3,11.83333333
11:50:00,Watching television,2.2,11.83333333
11:50:00,Entertainment and leisure,11.1,11.83333333
11:50:00,Education and study,2.2,11.83333333
11:50:00,Other,0.9,11.83333333
12:00:00,Sleep and rest,2.2,12
12:00:00,Personal care,12.4,12
12:00:00,Paid work,37.1,12
12:00:00,Travel,5.8,12
12:00:00,Unpaid household work,23.8,12
12:00:00,Unpaid care,2.4,12
12:00:00,Watching television,2.7,12
12:00:00,Entertainment and leisure,10.5,12
12:00:00,Education and study,2.1,12
12:00:00,Other,1,12
12:10:00,Sleep and rest,2,12.16666667
12:10:00,Personal care,14,12.16666667
12:10:00,Paid work,36.8,12.16666667
12:10:00,Travel,5.3,12.16666667
12:10:00,Unpaid household work,22.9,12.16666667
12:10:00,Unpaid care,2.2,12.16666667
12:10:00,Watching television,2.7,12.16666667
12:10:00,Entertainment and leisure,10.9,12.16666667
12:10:00,Education and study,2.2,12.16666667
12:10:00,Other,1,12.16666667
12:20:00,Sleep and rest,1.9,12.33333333
12:20:00,Personal care,15.2,12.33333333
12:20:00,Paid work,36.2,12.33333333
12:20:00,Travel,5.6,12.33333333
12:20:00,Unpaid household work,22.5,12.33333333
12:20:00,Unpaid care,1.7,12.33333333
12:20:00,Watching television,3,12.33333333
12:20:00,Entertainment and leisure,10.9,12.33333333
12:20:00,Education and study,2.1,12.33333333
12:20:00,Other,0.9,12.33333333
12:30:00,Sleep and rest,1.7,12.5
12:30:00,Personal care,17.8,12.5
12:30:00,Paid work,33.3,12.5
12:30:00,Travel,5.8,12.5
12:30:00,Unpaid household work,22.2,12.5
12:30:00,Unpaid care,1.7,12.5
12:30:00,Watching television,3.2,12.5
12:30:00,Entertainment and leisure,11.4,12.5
12:30:00,Education and study,2,12.5
12:30:00,Other,1,12.5
12:40:00,Sleep and rest,1.7,12.66666667
12:40:00,Personal care,18.4,12.66666667
12:40:00,Paid work,33.2,12.66666667
12:40:00,Travel,5.9,12.66666667
12:40:00,Unpaid household work,20.7,12.66666667
12:40:00,Unpaid care,1.8,12.66666667
12:40:00,Watching television,3.5,12.66666667
12:40:00,Entertainment and leisure,11.4,12.66666667
12:40:00,Education and study,2,12.66666667
12:40:00,Other,1.3,12.66666667
12:50:00,Sleep and rest,1.9,12.83333333
12:50:00,Personal care,19.1,12.83333333
12:50:00,Paid work,33.2,12.83333333
12:50:00,Travel,5.4,12.83333333
12:50:00,Unpaid household work,21.1,12.83333333
12:50:00,Unpaid care,2.3,12.83333333
12:50:00,Watching television,3.8,12.83333333
12:50:00,Entertainment and leisure,10.4,12.83333333
12:50:00,Education and study,1.9,12.83333333
12:50:00,Other,1.1,12.83333333
13:00:00,Sleep and rest,2.2,13
13:00:00,Personal care,18.2,13
13:00:00,Paid work,33.5,13
13:00:00,Travel,5.4,13
13:00:00,Unpaid household work,20.9,13
13:00:00,Unpaid care,2,13
13:00:00,Watching television,4.2,13
13:00:00,Entertainment and leisure,9.8,13
13:00:00,Education and study,2.3,13
13:00:00,Other,1.3,13
13:10:00,Sleep and rest,2.5,13.16666667
13:10:00,Personal care,19.1,13.16666667
13:10:00,Paid work,33.4,13.16666667
13:10:00,Travel,5.4,13.16666667
13:10:00,Unpaid household work,19.4,13.16666667
13:10:00,Unpaid care,1.8,13.16666667
13:10:00,Watching television,4.5,13.16666667
13:10:00,Entertainment and leisure,10.4,13.16666667
13:10:00,Education and study,2.3,13.16666667
13:10:00,Other,1.2,13.16666667
13:20:00,Sleep and rest,2.7,13.33333333
13:20:00,Personal care,18.4,13.33333333
13:20:00,Paid work,33.2,13.33333333
13:20:00,Travel,5.2,13.33333333
13:20:00,Unpaid household work,19.4,13.33333333
13:20:00,Unpaid care,1.8,13.33333333
13:20:00,Watching television,4.6,13.33333333
13:20:00,Entertainment and leisure,11.1,13.33333333
13:20:00,Education and study,2.5,13.33333333
13:20:00,Other,1.2,13.33333333
13:30:00,Sleep and rest,3,13.5
13:30:00,Personal care,15.5,13.5
13:30:00,Paid work,34.4,13.5
13:30:00,Travel,4.7,13.5
13:30:00,Unpaid household work,20,13.5
13:30:00,Unpaid care,2.1,13.5
13:30:00,Watching television,4.9,13.5
13:30:00,Entertainment and leisure,12,13.5
13:30:00,Education and study,2.2,13.5
13:30:00,Other,1.1,13.5
13:40:00,Sleep and rest,2.9,13.66666667
13:40:00,Personal care,14.1,13.66666667
13:40:00,Paid work,35,13.66666667
13:40:00,Travel,5.1,13.66666667
13:40:00,Unpaid household work,20.1,13.66666667
13:40:00,Unpaid care,2.2,13.66666667
13:40:00,Watching television,5.3,13.66666667
13:40:00,Entertainment and leisure,12.2,13.66666667
13:40:00,Education and study,2.3,13.66666667
13:40:00,Other,1,13.66666667
13:50:00,Sleep and rest,2.8,13.83333333
13:50:00,Personal care,13.1,13.83333333
13:50:00,Paid work,36.2,13.83333333
13:50:00,Travel,5,13.83333333
13:50:00,Unpaid household work,20.3,13.83333333
13:50:00,Unpaid care,1.9,13.83333333
13:50:00,Watching television,5.4,13.83333333
13:50:00,Entertainment and leisure,12.2,13.83333333
13:50:00,Education and study,2.3,13.83333333
13:50:00,Other,0.9,13.83333333
14:00:00,Sleep and rest,2.7,14
14:00:00,Personal care,8.9,14
14:00:00,Paid work,38.9,14
14:00:00,Travel,6.5,14
14:00:00,Unpaid household work,20.6,14
14:00:00,Unpaid care,1.8,14
14:00:00,Watching television,5.4,14
14:00:00,Entertainment and leisure,11.9,14
14:00:00,Education and study,2.5,14
14:00:00,Other,0.8,14
14:10:00,Sleep and rest,2.6,14.16666667
14:10:00,Personal care,8.3,14.16666667
14:10:00,Paid work,39.7,14.16666667
14:10:00,Travel,6.3,14.16666667
14:10:00,Unpaid household work,20,14.16666667
14:10:00,Unpaid care,1.7,14.16666667
14:10:00,Watching television,5.7,14.16666667
14:10:00,Entertainment and leisure,12.2,14.16666667
14:10:00,Education and study,2.5,14.16666667
14:10:00,Other,1,14.16666667
14:20:00,Sleep and rest,2.9,14.33333333
14:20:00,Personal care,7.5,14.33333333
14:20:00,Paid work,40,14.33333333
14:20:00,Travel,5.8,14.33333333
14:20:00,Unpaid household work,19.7,14.33333333
14:20:00,Unpaid care,1.8,14.33333333
14:20:00,Watching television,6,14.33333333
14:20:00,Entertainment and leisure,12.7,14.33333333
14:20:00,Education and study,2.7,14.33333333
14:20:00,Other,0.9,14.33333333
14:30:00,Sleep and rest,2.6,14.5
14:30:00,Personal care,7.3,14.5
14:30:00,Paid work,39.4,14.5
14:30:00,Travel,6.5,14.5
14:30:00,Unpaid household work,19.7,14.5
14:30:00,Unpaid care,1.9,14.5
14:30:00,Watching television,6,14.5
14:30:00,Entertainment and leisure,13,14.5
14:30:00,Education and study,2.9,14.5
14:30:00,Other,0.9,14.5
14:40:00,Sleep and rest,2.7,14.66666667
14:40:00,Personal care,7,14.66666667
14:40:00,Paid work,39.2,14.66666667
14:40:00,Travel,6.9,14.66666667
14:40:00,Unpaid household work,18.9,14.66666667
14:40:00,Unpaid care,2,14.66666667
14:40:00,Watching television,6.3,14.66666667
14:40:00,Entertainment and leisure,13.5,14.66666667
14:40:00,Education and study,2.8,14.66666667
14:40:00,Other,0.7,14.66666667
14:50:00,Sleep and rest,2.7,14.83333333
14:50:00,Personal care,6,14.83333333
14:50:00,Paid work,39.3,14.83333333
14:50:00,Travel,7.7,14.83333333
14:50:00,Unpaid household work,19,14.83333333
14:50:00,Unpaid care,2.2,14.83333333
14:50:00,Watching television,6.1,14.83333333
14:50:00,Entertainment and leisure,13.2,14.83333333
14:50:00,Education and study,2.8,14.83333333
14:50:00,Other,0.9,14.83333333
15:00:00,Sleep and rest,2.9,15
15:00:00,Personal care,6.1,15
15:00:00,Paid work,37.7,15
15:00:00,Travel,9.3,15
15:00:00,Unpaid household work,17.8,15
15:00:00,Unpaid care,2.8,15
15:00:00,Watching television,5.8,15
15:00:00,Entertainment and leisure,13.4,15
15:00:00,Education and study,2.9,15
15:00:00,Other,1.4,15
15:10:00,Sleep and rest,2.9,15.16666667
15:10:00,Personal care,6.7,15.16666667
15:10:00,Paid work,37.7,15.16666667
15:10:00,Travel,8.8,15.16666667
