Time,Activity,Value,Time_2
09:00:00,Unpaid care,2.7,9.00
09:00:00,Watching television,3.3,9.00
09:00:00,Entertainment and leisure,11.4,9.00
09:00:00,Education and study,0.4,9.00
09:00:00,Other,1.1,9.00
09:10:00,Sleep and rest,25.6,9.17
09:10:00,Personal care,24.9,9.17
09:10:00,Paid work,5.6,9.17
09:10:00,Travel,5,9.17
09:10:00,Unpaid household work,19.2,9.17
09:10:00,Unpaid care,2.9,9.17
09:10:00,Watching television,3.7,9.17
09:10:00,Entertainment and leisure,11.8,9.17
09:10:00,Education and study,0.2,9.17
09:10:00,Other,1.2,9.17
09:20:00,Sleep and rest,24.9,9.33
09:20:00,Personal care,23.6,9.33
09:20:00,Paid work,5.6,9.33
09:20:00,Travel,5.1,9.33
09:20:00,Unpaid household work,19.9,9.33
09:20:00,Unpaid care,2.8,9.33
09:20:00,Watching television,4,9.33
09:20:00,Entertainment and leisure,12.5,9.33
09:20:00,Education and study,0.2,9.33
09:20:00,Other,1.3,9.33
09:30:00,Sleep and rest,19.9,9.50
09:30:00,Personal care,23.1,9.50
09:30:00,Paid work,6.1,9.50
09:30:00,Travel,6,9.50
09:30:00,Unpaid household work,22.6,9.50
09:30:00,Unpaid care,2.9,9.50
09:30:00,Watching television,4.2,9.50
09:30:00,Entertainment and leisure,14,9.50
09:30:00,Education and study,0.2,9.50
09:30:00,Other,1,9.50
09:40:00,Sleep and rest,19.2,9.67
09:40:00,Personal care,21.6,9.67
09:40:00,Paid work,6.2,9.67
09:40:00,Travel,6.7,9.67
09:40:00,Unpaid household work,22.9,9.67
09:40:00,Unpaid care,2.9,9.67
09:40:00,Watching television,4.5,9.67
09:40:00,Entertainment and leisure,14.6,9.67
09:40:00,Education and study,0.2,9.67
09:40:00,Other,1.2,9.67
09:50:00,Sleep and rest,19.1,9.83
09:50:00,Personal care,20.9,9.83
09:50:00,Paid work,6.4,9.83
09:50:00,Travel,6.2,9.83
09:50:00,Unpaid household work,23.6,9.83
09:50:00,Unpaid care,3,9.83
09:50:00,Watching television,4.3,9.83
09:50:00,Entertainment and leisure,15.1,9.83
09:50:00,Education and study,0.1,9.83
09:50:00,Other,1.2,9.83
10:00:00,Sleep and rest,12.1,10.00
10:00:00,Personal care,21.2,10.00
10:00:00,Paid work,6.7,10.00
10:00:00,Travel,8.2,10.00
10:00:00,Unpaid household work,27,10.00
10:00:00,Unpaid care,3.2,10.00
10:00:00,Watching television,4.6,10.00
10:00:00,Entertainment and leisure,15.3,10.00
10:00:00,Education and study,0.4,10.00
10:00:00,Other,1.4,10.00
10:10:00,Sleep and rest,11.9,10.17
10:10:00,Personal care,21.2,10.17
10:10:00,Paid work,7,10.17
10:10:00,Travel,6.8,10.17
10:10:00,Unpaid household work,27.3,10.17
10:10:00,Unpaid care,3.2,10.17
10:10:00,Watching television,4.8,10.17
10:10:00,Entertainment and leisure,16.2,10.17
10:10:00,Education and study,0.4,10.17
10:10:00,Other,1.2,10.17
10:20:00,Sleep and rest,11.5,10.33
10:20:00,Personal care,20.2,10.33
10:20:00,Paid work,7.1,10.33
10:20:00,Travel,7,10.33
10:20:00,Unpaid household work,27.6,10.33
10:20:00,Unpaid care,3.1,10.33
10:20:00,Watching television,4.7,10.33
10:20:00,Entertainment and leisure,16.9,10.33
10:20:00,Education and study,0.5,10.33
10:20:00,Other,1.3,10.33
10:30:00,Sleep and rest,9.7,10.50
10:30:00,Personal care,17.1,10.50
10:30:00,Paid work,7.6,10.50
10:30:00,Travel,8.8,10.50
10:30:00,Unpaid household work,28.8,10.50
10:30:00,Unpaid care,3.5,10.50
10:30:00,Watching television,4.7,10.50
10:30:00,Entertainment and leisure,17.8,10.50
10:30:00,Education and study,0.6,10.50
10:30:00,Other,1.4,10.50
10:40:00,Sleep and rest,9.2,10.67
10:40:00,Personal care,16.4,10.67
10:40:00,Paid work,7.9,10.67
10:40:00,Travel,8.6,10.67
10:40:00,Unpaid household work,29.3,10.67
10:40:00,Unpaid care,3.2,10.67
10:40:00,Watching television,4.7,10.67
10:40:00,Entertainment and leisure,18.7,10.67
10:40:00,Education and study,0.6,10.67
10:40:00,Other,1.4,10.67
10:50:00,Sleep and rest,9,10.83
10:50:00,Personal care,16.4,10.83
10:50:00,Paid work,7.8,10.83
10:50:00,Travel,8.6,10.83
10:50:00,Unpaid household work,29.1,10.83
10:50:00,Unpaid care,3.1,10.83
10:50:00,Watching television,5.2,10.83
10:50:00,Entertainment and leisure,19,10.83
10:50:00,Education and study,0.6,10.83
10:50:00,Other,1.3,10.83
11:00:00,Sleep and rest,6,11.00
11:00:00,Personal care,15.5,11.00
11:00:00,Paid work,8.1,11.00
11:00:00,Travel,8.5,11.00
11:00:00,Unpaid household work,31.1,11.00
11:00:00,Unpaid care,3.2,11.00
11:00:00,Watching television,5.1,11.00
11:00:00,Entertainment and leisure,20.6,11.00
11:00:00,Education and study,0.9,11.00
11:00:00,Other,1.1,11.00
11:10:00,Sleep and rest,6,11.17
11:10:00,Personal care,14.1,11.17
11:10:00,Paid work,8.1,11.17
11:10:00,Travel,8.7,11.17
11:10:00,Unpaid household work,32,11.17
11:10:00,Unpaid care,3.1,11.17
11:10:00,Watching television,4.6,11.17
11:10:00,Entertainment and leisure,21.1,11.17
11:10:00,Education and study,1,11.17
11:10:00,Other,1.3,11.17
11:20:00,Sleep and rest,5.9,11.33
11:20:00,Personal care,12.8,11.33
11:20:00,Paid work,8,11.33
11:20:00,Travel,8.7,11.33
11:20:00,Unpaid household work,33.1,11.33
11:20:00,Unpaid care,3.2,11.33
11:20:00,Watching television,4.5,11.33
11:20:00,Entertainment and leisure,21.1,11.33
11:20:00,Education and study,1,11.33
11:20:00,Other,1.6,11.33
11:30:00,Sleep and rest,5.7,11.50
11:30:00,Personal care,11,11.50
11:30:00,Paid work,7.8,11.50
11:30:00,Travel,9.3,11.50
11:30:00,Unpaid household work,34.3,11.50
11:30:00,Unpaid care,3.1,11.50
11:30:00,Watching television,4.8,11.50
11:30:00,Entertainment and leisure,21.1,11.50
11:30:00,Education and study,1.3,11.50
11:30:00,Other,1.6,11.50
11:40:00,Sleep and rest,5.5,11.67
11:40:00,Personal care,10.9,11.67
11:40:00,Paid work,7.8,11.67
11:40:00,Travel,8.9,11.67
11:40:00,Unpaid household work,34.9,11.67
11:40:00,Unpaid care,3.2,11.67
11:40:00,Watching television,5.1,11.67
11:40:00,Entertainment and leisure,20.8,11.67
11:40:00,Education and study,1.3,11.67
11:40:00,Other,1.6,11.67
11:50:00,Sleep and rest,5.4,11.83
11:50:00,Personal care,10.9,11.83
11:50:00,Paid work,7.7,11.83
11:50:00,Travel,8.4,11.83
11:50:00,Unpaid household work,35.1,11.83
11:50:00,Unpaid care,3,11.83
11:50:00,Watching television,5.3,11.83
11:50:00,Entertainment and leisure,21.6,11.83
11:50:00,Education and study,1.4,11.83
11:50:00,Other,1.3,11.83
12:00:00,Sleep and rest,4.1,12.00
12:00:00,Personal care,13.5,12.00
12:00:00,Paid work,7.4,12.00
12:00:00,Travel,7.8,12.00
12:00:00,Unpaid household work,35.1,12.00
12:00:00,Unpaid care,2.6,12.00
12:00:00,Watching television,4.9,12.00
12:00:00,Entertainment and leisure,21.4,12.00
12:00:00,Education and study,1.3,12.00
12:00:00,Other,1.8,12.00
12:10:00,Sleep and rest,4.1,12.17
12:10:00,Personal care,14.3,12.17
12:10:00,Paid work,7.3,12.17
12:10:00,Travel,7.9,12.17
12:10:00,Unpaid household work,34.6,12.17
12:10:00,Unpaid care,2.7,12.17
12:10:00,Watching television,5,12.17
12:10:00,Entertainment and leisure,20.9,12.17
12:10:00,Education and study,1.6,12.17
12:10:00,Other,1.5,12.17
12:20:00,Sleep and rest,4.2,12.33
12:20:00,Personal care,15.6,12.33
12:20:00,Paid work,7.3,12.33
12:20:00,Travel,7.7,12.33
12:20:00,Unpaid household work,32.6,12.33
12:20:00,Unpaid care,2.8,12.33
12:20:00,Watching television,5.2,12.33
12:20:00,Entertainment and leisure,20.9,12.33
12:20:00,Education and study,1.6,12.33
12:20:00,Other,1.9,12.33
12:30:00,Sleep and rest,4,12.50
12:30:00,Personal care,16.3,12.50
12:30:00,Paid work,7.1,12.50
12:30:00,Travel,8.9,12.50
12:30:00,Unpaid household work,32.2,12.50
12:30:00,Unpaid care,2.6,12.50
12:30:00,Watching television,5.7,12.50
12:30:00,Entertainment and leisure,20.1,12.50
12:30:00,Education and study,1.2,12.50
12:30:00,Other,1.7,12.50
12:40:00,Sleep and rest,4,12.67
12:40:00,Personal care,16.9,12.67
12:40:00,Paid work,7.1,12.67
12:40:00,Travel,8.4,12.67
12:40:00,Unpaid household work,31.7,12.67
12:40:00,Unpaid care,2.7,12.67
12:40:00,Watching television,5.9,12.67
12:40:00,Entertainment and leisure,20.1,12.67
12:40:00,Education and study,1.2,12.67
12:40:00,Other,1.8,12.67
12:50:00,Sleep and rest,4.2,12.83
12:50:00,Personal care,17.8,12.83
12:50:00,Paid work,7.1,12.83
12:50:00,Travel,8,12.83
12:50:00,Unpaid household work,31.1,12.83
12:50:00,Unpaid care,3,12.83
12:50:00,Watching television,6.4,12.83
12:50:00,Entertainment and leisure,19.9,12.83
12:50:00,Education and study,1,12.83
12:50:00,Other,1.6,12.83
13:00:00,Sleep and rest,3.7,13.00
13:00:00,Personal care,17.8,13.00
13:00:00,Paid work,7.6,13.00
13:00:00,Travel,8.4,13.00
13:00:00,Unpaid household work,29.6,13.00
13:00:00,Unpaid care,3.4,13.00
13:00:00,Watching television,7,13.00
13:00:00,Entertainment and leisure,20.4,13.00
13:00:00,Education and study,0.8,13.00
13:00:00,Other,1.4,13.00
13:10:00,Sleep and rest,4,13.17
13:10:00,Personal care,18.2,13.17
13:10:00,Paid work,7.5,13.17
13:10:00,Travel,8.5,13.17
13:10:00,Unpaid household work,28.9,13.17
13:10:00,Unpaid care,3.2,13.17
13:10:00,Watching television,7.4,13.17
13:10:00,Entertainment and leisure,20.3,13.17
13:10:00,Education and study,0.7,13.17
13:10:00,Other,1.3,13.17
13:20:00,Sleep and rest,4.2,13.33
13:20:00,Personal care,17,13.33
13:20:00,Paid work,7.3,13.33
13:20:00,Travel,7.4,13.33
13:20:00,Unpaid household work,30,13.33
13:20:00,Unpaid care,3.6,13.33
13:20:00,Watching television,7.6,13.33
13:20:00,Entertainment and leisure,20.9,13.33
13:20:00,Education and study,0.8,13.33
13:20:00,Other,1.1,13.33
13:30:00,Sleep and rest,3.9,13.50
13:30:00,Personal care,17.2,13.50
13:30:00,Paid work,7.1,13.50
13:30:00,Travel,7,13.50
13:30:00,Unpaid household work,28.9,13.50
13:30:00,Unpaid care,3.3,13.50
13:30:00,Watching television,8.4,13.50
13:30:00,Entertainment and leisure,21.7,13.50
13:30:00,Education and study,1.3,13.50
13:30:00,Other,1.2,13.50
13:40:00,Sleep and rest,3.9,13.67
13:40:00,Personal care,17.4,13.67
13:40:00,Paid work,7.3,13.67
13:40:00,Travel,6.2,13.67
13:40:00,Unpaid household work,28.1,13.67
13:40:00,Unpaid care,3.2,13.67
13:40:00,Watching television,8.6,13.67
13:40:00,Entertainment and leisure,22.9,13.67
13:40:00,Education and study,1.3,13.67
13:40:00,Other,1.2,13.67
13:50:00,Sleep and rest,3.8,13.83
13:50:00,Personal care,17.3,13.83
13:50:00,Paid work,7.2,13.83
13:50:00,Travel,6.4,13.83
13:50:00,Unpaid household work,27.9,13.83
13:50:00,Unpaid care,3,13.83
13:50:00,Watching television,9.1,13.83
13:50:00,Entertainment and leisure,22.9,13.83
13:50:00,Education and study,1.2,13.83
13:50:00,Other,1.1,13.83
14:00:00,Sleep and rest,3.6,14.00
14:00:00,Personal care,16.5,14.00
14:00:00,Paid work,6.8,14.00
14:00:00,Travel,7,14.00
14:00:00,Unpaid household work,27.1,14.00
14:00:00,Unpaid care,3,14.00
14:00:00,Watching television,10.1,14.00
14:00:00,Entertainment and leisure,23.4,14.00
14:00:00,Education and study,1.2,14.00
14:00:00,Other,1.3,14.00
14:10:00,Sleep and rest,3.8,14.17
14:10:00,Personal care,14.8,14.17
14:10:00,Paid work,6.9,14.17
14:10:00,Travel,7.6,14.17
14:10:00,Unpaid household work,26.8,14.17
14:10:00,Unpaid care,3.2,14.17
14:10:00,Watching television,10.9,14.17
14:10:00,Entertainment and leisure,23.5,14.17
14:10:00,Education and study,1.3,14.17
14:10:00,Other,1.1,14.17
14:20:00,Sleep and rest,4,14.33
14:20:00,Personal care,14.1,14.33
14:20:00,Paid work,6.7,14.33
14:20:00,Travel,7,14.33
14:20:00,Unpaid household work,26.5,14.33
14:20:00,Unpaid care,3.4,14.33
14:20:00,Watching television,11,14.33
14:20:00,Entertainment and leisure,24.9,14.33
14:20:00,Education and study,1.2,14.33
14:20:00,Other,1.2,14.33
14:30:00,Sleep and rest,3.3,14.50
14:30:00,Personal care,12.1,14.50
14:30:00,Paid work,6.8,14.50
14:30:00,Travel,7.3,14.50
14:30:00,Unpaid household work,27.7,14.50
14:30:00,Unpaid care,3.1,14.50
14:30:00,Watching television,12.2,14.50
14:30:00,Entertainment and leisure,25.6,14.50
14:30:00,Education and study,0.8,14.50
14:30:00,Other,0.9,14.50
14:40:00,Sleep and rest,3.3,14.67
14:40:00,Personal care,11.4,14.67
14:40:00,Paid work,6.8,14.67
14:40:00,Travel,6.3,14.67
14:40:00,Unpaid household work,28.2,14.67
14:40:00,Unpaid care,3.5,14.67
14:40:00,Watching television,12.6,14.67
14:40:00,Entertainment and leisure,25.8,14.67
14:40:00,Education and study,1,14.67
14:40:00,Other,1,14.67
14:50:00,Sleep and rest,3.7,14.83
14:50:00,Personal care,10.8,14.83
14:50:00,Paid work,6.6,14.83
14:50:00,Travel,6.6,14.83
14:50:00,Unpaid household work,28.1,14.83
14:50:00,Unpaid care,3.6,14.83
14:50:00,Watching television,13.1,14.83
14:50:00,Entertainment and leisure,25.6,14.83
14:50:00,Education and study,1,14.83
14:50:00,Other,1,14.83
15:00:00,Sleep and rest,3.9,15.00
15:00:00,Personal care,8.8,15.00
15:00:00,Paid work,6.6,15.00
15:00:00,Travel,7.3,15.00
15:00:00,Unpaid household work,27.2,15.00
15:00:00,Unpaid care,3.8,15.00
15:00:00,Watching television,14.4,15.00
15:00:00,Entertainment and leisure,25.4,15.00
15:00:00,Education and study,1.1,15.00
15:00:00,Other,1.5,15.00
15:10:00,Sleep and rest,3.9,15.17
15:10:00,Personal care,8.7,15.17
15:10:00,Paid work,6.7,15.17
15:10:00,Travel,6.6,15.17
15:10:00,Unpaid household work,26.5,15.17
15:10:00,Unpaid care,4.1,15.17
15:10:00,Watching television,14.8,15.17
15:10:00,Entertainment and leisure,26.1,15.17
15:10:00,Education and study,1.2,15.17
15:10:00,Other,1.6,15.17
15:20:00,Sleep and rest,3.7,15.33
15:20:00,Personal care,8.2,15.33
15:20:00,Paid work,6.7,15.33
15:20:00,Travel,6.5,15.33
15:20:00,Unpaid household work,26.5,15.33
15:20:00,Unpaid care,4,15.33
15:20:00,Watching television,15.2,15.33
15:20:00,Entertainment and leisure,26.4,15.33
15:20:00,Education and study,1.6,15.33
15:20:00,Other,1.2,15.33
15:30:00,Sleep and rest,3.6,15.50
15:30:00,Personal care,7.7,15.50
15:30:00,Paid work,6.4,15.50
15:30:00,Travel,8,15.50
15:30:00,Unpaid household work,26,15.50
15:30:00,Unpaid care,4.2,15.50
15:30:00,Watching television,15.5,15.50
15:30:00,Entertainment and leisure,25.7,15.50
15:30:00,Education and study,1.6,15.50
15:30:00,Other,1.3,15.50
15:40:00,Sleep and rest,3.7,15.67
15:40:00,Personal care,7,15.67
15:40:00,Paid work,6.5,15.67
15:40:00,Travel,8.4,15.67
15:40:00,Unpaid household work,26,15.67
15:40:00,Unpaid care,4.4,15.67
